replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
MZ348425	MZ348425_2	acb1	2	defense-finder-models/ADF/Anti_CBASS/acb1	MZ348425_acb1_2	1	1	1.0	1.0	1	acb1	mandatory	601	7.200000000000001e-22	69.9	0.869	0.23	461	598			Anti_CBASS	acb1	Antidefense
MZ348425	MZ348425_61	adnd_p0020	61	defense-finder-models/ADF/Anti_Dnd/Adnd_p0020_p0021	MZ348425_Adnd_p0020_p0021_1	1	1	0.5	1.0	1	adnd_p0020	mandatory	268	1e-57	188.4	0.537	0.578	1	155			Anti_Dnd	Adnd_p0020_p0021	Antidefense
MZ348426	MZ348426_144	narp1_namat	144	defense-finder-models/ADF/NADP/NARP1	MZ348426_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	597	3.2999999999999997e-198	652.8	0.979	0.992	3	594			NADP	NARP1	Antidefense
MZ348426	MZ348426_147	narp1_adps	147	defense-finder-models/ADF/NADP/NARP1	MZ348426_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	296	7.3e-91	297.8	0.865	0.939	16	293			NADP	NARP1	Antidefense
MZ444140	MZ444140_180	tad1	180	defense-finder-models/ADF/Anti_Thoeris/tad1	MZ444140_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	3.3e-21	70.1	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
MZ605293	MZ605293_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	MZ605293_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	595	1.1000000000000001e-210	693.9	0.977	0.99	5	593			NADP	NARP1	Antidefense
MZ605293	MZ605293_147	narp1_adps	147	defense-finder-models/ADF/NADP/NARP1	MZ605293_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	277	1.7e-88	290.0	0.855	0.942	14	274			NADP	NARP1	Antidefense
MZ826350	MZ826350_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	MZ826350_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	591	3.7e-202	665.8	0.979	0.986	4	586			NADP	NARP1	Antidefense
MZ826350	MZ826350_143	narp1_adps	143	defense-finder-models/ADF/NADP/NARP1	MZ826350_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	294	1.4e-91	300.1	0.882	0.963	10	292			NADP	NARP1	Antidefense
MZ826353	MZ826353_144	narp1_namat	144	defense-finder-models/ADF/NADP/NARP1	MZ826353_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	593	3e-203	669.4	0.979	0.987	4	588			NADP	NARP1	Antidefense
MZ826353	MZ826353_146	narp1_adps	146	defense-finder-models/ADF/NADP/NARP1	MZ826353_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	294	2.3e-91	299.4	0.882	0.963	10	292			NADP	NARP1	Antidefense
MZ868713	MZ868713_135	narp1_namat	135	defense-finder-models/ADF/NADP/NARP1	MZ868713_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	597	3.1999999999999996e-198	652.8	0.979	0.992	3	594			NADP	NARP1	Antidefense
MZ868713	MZ868713_138	narp1_adps	138	defense-finder-models/ADF/NADP/NARP1	MZ868713_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	296	6.9e-91	297.8	0.865	0.939	16	293			NADP	NARP1	Antidefense
MZ868718	MZ868718_2	acb1	2	defense-finder-models/ADF/Anti_CBASS/acb1	MZ868718_acb1_1	1	1	1.0	1.0	1	acb1	mandatory	601	7.3e-22	69.9	0.869	0.23	461	598			Anti_CBASS	acb1	Antidefense
OK040171	OK040171_146	narp1_namat	146	defense-finder-models/ADF/NADP/NARP1	OK040171_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	603	1.2e-200	660.8	0.981	0.983	4	596			NADP	NARP1	Antidefense
OK040171	OK040171_148	narp1_adps	148	defense-finder-models/ADF/NADP/NARP1	OK040171_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	277	1.7e-76	250.6	0.841	0.953	11	274			NADP	NARP1	Antidefense
OK258139	OK258139_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	OK258139_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	591	3.7e-202	665.8	0.979	0.986	4	586			NADP	NARP1	Antidefense
OK258139	OK258139_143	narp1_adps	143	defense-finder-models/ADF/NADP/NARP1	OK258139_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	294	1.4e-91	300.1	0.882	0.963	10	292			NADP	NARP1	Antidefense
OK275491	OK275491_143	narp1_namat	143	defense-finder-models/ADF/NADP/NARP1	OK275491_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	593	2.9e-203	669.4	0.979	0.987	4	588			NADP	NARP1	Antidefense
OK275491	OK275491_145	narp1_adps	145	defense-finder-models/ADF/NADP/NARP1	OK275491_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	294	2.1999999999999998e-91	299.4	0.882	0.963	10	292			NADP	NARP1	Antidefense
OK539826	OK539826_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OK539826_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1e-207	684.2	0.987	0.993	2	560			NADP	NARP1	Antidefense
OK539826	OK539826_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OK539826_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.9e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
OL763419	OL763419_78	klca	78	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	OL763419_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	138	2.2e-50	162.9	0.822	0.978	3	137			Anti_RM	ardb_klca_acric11	Antidefense
OM541307	OM541307_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	OM541307_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.8e-45	145.0	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
OM541307	OM541307_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	OM541307_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
OM541307	OM541307_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	OM541307_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	75	8.6e-40	126.7	0.958	0.92	3	71		OM541307_Aca_alone_1,OM541307_acrif4_3	Anti_CRISPR	acrie3	Antidefense
OM541307	OM541307_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	OM541307_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	75	8.6e-40	126.7	0.958	0.92	3	71		OM541307_Aca_alone_1,OM541307_acrie3_2	Anti_CRISPR	acrif4	Antidefense
OM718002	OM718002_179	tad1	179	defense-finder-models/ADF/Anti_Thoeris/tad1	OM718002_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	2.5e-21	70.5	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OM809160	OM809160_78	klca	78	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	OM809160_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	137	1.7e-51	166.5	0.822	0.978	3	136			Anti_RM	ardb_klca_acric11	Antidefense
OM870967	OM870967_131	narp1_namat	131	defense-finder-models/ADF/NADP/NARP1	OM870967_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.8000000000000002e-207	683.2	0.987	0.993	2	560			NADP	NARP1	Antidefense
OM870967	OM870967_133	narp1_adps	133	defense-finder-models/ADF/NADP/NARP1	OM870967_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.6e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
OM870968	OM870968_129	narp1_namat	129	defense-finder-models/ADF/NADP/NARP1	OM870968_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.8000000000000002e-207	683.2	0.987	0.993	2	560			NADP	NARP1	Antidefense
OM870968	OM870968_131	narp1_adps	131	defense-finder-models/ADF/NADP/NARP1	OM870968_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.6e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
OM870969	OM870969_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OM870969_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.7e-207	683.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
OM870969	OM870969_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OM870969_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	5.2e-88	288.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OM870970	OM870970_139	narp1_namat	139	defense-finder-models/ADF/NADP/NARP1	OM870970_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.7e-207	683.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
OM870970	OM870970_141	narp1_adps	141	defense-finder-models/ADF/NADP/NARP1	OM870970_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.4000000000000003e-87	285.7	0.858	0.91	21	283			NADP	NARP1	Antidefense
OM982620	OM982620_146	narp1_namat	146	defense-finder-models/ADF/NADP/NARP1	OM982620_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	608	1.3000000000000001e-201	664.0	0.979	0.99	4	605			NADP	NARP1	Antidefense
OM982620	OM982620_148	narp1_adps	148	defense-finder-models/ADF/NADP/NARP1	OM982620_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	290	5.2e-93	304.8	0.875	0.959	11	288			NADP	NARP1	Antidefense
OM982621	OM982621_193	narp2_nampt	193	defense-finder-models/ADF/NADP/NARP2	OM982621_NARP2_1	1	1	1.0	2.0	1	narp2_nampt	mandatory	488	9.6e-174	572.9	0.856	0.971	12	485			NADP	NARP2	Antidefense
OM982621	OM982621_194	narp2_nmnat	194	defense-finder-models/ADF/NADP/NARP2	OM982621_NARP2_1	1	1	1.0	2.0	1	narp2_nmnat	mandatory	354	3.2e-112	369.3	0.884	0.989	3	352			NADP	NARP2	Antidefense
OM982621	OM982621_232	acb1	232	defense-finder-models/ADF/Anti_CBASS/acb1	OM982621_acb1_2	1	1	1.0	1.0	1	acb1	mandatory	169	4.3e-48	156.9	0.98	0.982	2	167			Anti_CBASS	acb1	Antidefense
ON169972	ON169972_139	narp1_namat	139	defense-finder-models/ADF/NADP/NARP1	ON169972_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	555	2e-205	676.6	0.985	0.991	2	551			NADP	NARP1	Antidefense
ON169972	ON169972_141	narp1_adps	141	defense-finder-models/ADF/NADP/NARP1	ON169972_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	286	8.9e-88	287.6	0.855	0.927	16	280			NADP	NARP1	Antidefense
ON361135	ON361135_137	narp1_namat	137	defense-finder-models/ADF/NADP/NARP1	ON361135_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	2.2e-208	686.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
ON361135	ON361135_139	narp1_adps	139	defense-finder-models/ADF/NADP/NARP1	ON361135_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	1.7000000000000002e-87	286.6	0.851	0.901	24	286			NADP	NARP1	Antidefense
ON631220	ON631220_176	tad1	176	defense-finder-models/ADF/Anti_Thoeris/tad1	ON631220_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	3.3e-21	70.1	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
ON778006	ON778006_65	aca1	65	defense-finder-models/ADF/Anti_CRISPR/acrif7	ON778006_acrif7_2	1	1	0.143	1.5	1	aca1	accessory	73	4.1e-39	124.9	0.944	0.932	4	71		ON778006_Aca_alone_1	Anti_CRISPR	acrif7	Antidefense
ON778006	ON778006_66	acrif7	66	defense-finder-models/ADF/Anti_CRISPR/acrif7	ON778006_acrif7_2	1	1	0.143	1.5	1	acrif7	mandatory	68	8.400000000000001e-44	139.8	0.882	0.985	1	67			Anti_CRISPR	acrif7	Antidefense
ON778007	ON778007_46	vcrx091	46	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	ON778007_vcrx091_093_2	1	1	0.667	2.0	1	vcrx091	mandatory	149	1.3999999999999998e-82	268.5	0.654	0.987	2	148			Anti_CRISPR	vcrx091_093	Antidefense
ON778007	ON778007_48	vcrx092	48	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	ON778007_vcrx091_093_2	1	1	0.667	2.0	1	vcrx092	mandatory	248	9.1e-83	270.4	0.627	0.73	6	186			Anti_CRISPR	vcrx091_093	Antidefense
ON778007	ON778007_63	adnd_p0020	63	defense-finder-models/ADF/Anti_Dnd/Adnd_p0020_p0021	ON778007_Adnd_p0020_p0021_1	1	1	0.5	1.0	1	adnd_p0020	mandatory	283	8.099999999999999e-82	267.5	0.915	0.982	1	278			Anti_Dnd	Adnd_p0020_p0021	Antidefense
OP310983	OP310983_175	tad1	175	defense-finder-models/ADF/Anti_Thoeris/tad1	OP310983_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	2.5e-21	70.5	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OP310984	OP310984_172	tad1	172	defense-finder-models/ADF/Anti_Thoeris/tad1	OP310984_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	2.8e-21	70.3	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OP599913	OP599913_117	acb1	117	defense-finder-models/ADF/Anti_CBASS/acb1	OP599913_acb1_1	1	1	1.0	1.0	1	acb1	mandatory	142	3.6e-12	39.8	0.608	0.634	30	119			Anti_CBASS	acb1	Antidefense
OP627531	OP627531_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OP627531_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.5e-207	683.6	0.987	0.993	2	560			NADP	NARP1	Antidefense
OP627531	OP627531_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OP627531_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OP756059	OP756059_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OP756059_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	3.6000000000000004e-207	682.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
OP756059	OP756059_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OP756059_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OP784575	OP784575_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OP784575_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	6.599999999999999e-208	684.8	0.987	0.993	2	560			NADP	NARP1	Antidefense
OP784575	OP784575_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OP784575_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OP868670	OP868670_67	aca1	67	defense-finder-models/ADF/Anti_CRISPR/acrif7	OP868670_acrif7_2	1	1	0.143	1.5	1	aca1	accessory	73	3.8999999999999996e-39	125.0	0.944	0.932	4	71		OP868670_Aca_alone_1	Anti_CRISPR	acrif7	Antidefense
OP868670	OP868670_68	acrif7	68	defense-finder-models/ADF/Anti_CRISPR/acrif7	OP868670_acrif7_2	1	1	0.143	1.5	1	acrif7	mandatory	68	8.900000000000001e-44	139.8	0.882	0.985	1	67			Anti_CRISPR	acrif7	Antidefense
OP875100	OP875100_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	OP875100_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	2.5e-208	686.1	0.987	0.993	2	560			NADP	NARP1	Antidefense
OP875100	OP875100_142	narp1_adps	142	defense-finder-models/ADF/NADP/NARP1	OP875100_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	2.7000000000000003e-87	286.0	0.851	0.901	24	286			NADP	NARP1	Antidefense
OP875101	OP875101_147	narp1_namat	147	defense-finder-models/ADF/NADP/NARP1	OP875101_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.8999999999999998e-208	686.6	0.987	0.993	2	560			NADP	NARP1	Antidefense
OP875101	OP875101_149	narp1_adps	149	defense-finder-models/ADF/NADP/NARP1	OP875101_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	3.5e-87	285.7	0.851	0.901	24	286			NADP	NARP1	Antidefense
OP953026	OP953026_182	tad1	182	defense-finder-models/ADF/Anti_Thoeris/tad1	OP953026_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	3.3e-21	70.1	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OP966821	OP966821_51	adnd_p0020	51	defense-finder-models/ADF/Anti_Dnd/Adnd_p0020_p0021	OP966821_Adnd_p0020_p0021_1	1	1	0.5	1.0	1	adnd_p0020	mandatory	270	1.1e-70	230.8	0.893	0.844	2	229			Anti_Dnd	Adnd_p0020_p0021	Antidefense
OQ031493	OQ031493_175	tad1	175	defense-finder-models/ADF/Anti_Thoeris/tad1	OQ031493_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	2.7e-21	70.3	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OQ164637	OQ164637_138	narp1_namat	138	defense-finder-models/ADF/NADP/NARP1	OQ164637_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	7.8e-208	684.5	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ164637	OQ164637_140	narp1_adps	140	defense-finder-models/ADF/NADP/NARP1	OQ164637_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ183418	OQ183418_172	rad	172	defense-finder-models/ADF/Anti_Retron/rad	OQ183418_rad_2	1	1	1.0	1.0	1	rad	mandatory	173	1.6e-68	223.5	0.983	0.971	2	169			Anti_Retron	rad	Antidefense
OQ183418	OQ183418_199	narp1_namat	199	defense-finder-models/ADF/NADP/NARP1	OQ183418_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	601	3.2e-199	656.5	0.983	0.98	12	600			NADP	NARP1	Antidefense
OQ183418	OQ183418_203	narp1_adps	203	defense-finder-models/ADF/NADP/NARP1	OQ183418_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	280	9e-67	219.0	0.858	0.968	8	278			NADP	NARP1	Antidefense
OQ200059	OQ200059_141	narp1_namat	141	defense-finder-models/ADF/NADP/NARP1	OQ200059_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	3.9e-208	685.5	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ200059	OQ200059_143	narp1_adps	143	defense-finder-models/ADF/NADP/NARP1	OQ200059_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ210007	OQ210007_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	OQ210007_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	9.099999999999999e-208	684.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ210007	OQ210007_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	OQ210007_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ210008	OQ210008_137	narp1_namat	137	defense-finder-models/ADF/NADP/NARP1	OQ210008_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.6e-207	683.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ210008	OQ210008_139	narp1_adps	139	defense-finder-models/ADF/NADP/NARP1	OQ210008_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	5.1e-88	288.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ225162	OQ225162_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	OQ225162_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	2.5999999999999997e-208	686.1	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ225162	OQ225162_142	narp1_adps	142	defense-finder-models/ADF/NADP/NARP1	OQ225162_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	4.0000000000000003e-88	288.7	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ225163	OQ225163_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	OQ225163_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	4.3e-208	685.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ225163	OQ225163_142	narp1_adps	142	defense-finder-models/ADF/NADP/NARP1	OQ225163_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ319931	OQ319931_17	acb2	17	defense-finder-models/ADF/Anti_CBASS/acb2	OQ319931_acb2_1	1	1	1.0	1.0	1	acb2	mandatory	94	3.8e-41	131.3	0.979	0.979	1	92			Anti_CBASS	acb2	Antidefense
OQ319933	OQ319933_137	narp1_namat	137	defense-finder-models/ADF/NADP/NARP1	OQ319933_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	8.8e-208	684.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ319933	OQ319933_139	narp1_adps	139	defense-finder-models/ADF/NADP/NARP1	OQ319933_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	5.1e-88	288.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ319936	OQ319936_139	narp1_namat	139	defense-finder-models/ADF/NADP/NARP1	OQ319936_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	6.7e-208	684.7	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ319936	OQ319936_141	narp1_adps	141	defense-finder-models/ADF/NADP/NARP1	OQ319936_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	2.9e-87	285.9	0.851	0.901	24	286			NADP	NARP1	Antidefense
OQ319937	OQ319937_137	narp1_namat	137	defense-finder-models/ADF/NADP/NARP1	OQ319937_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	8.8e-208	684.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ319937	OQ319937_139	narp1_adps	139	defense-finder-models/ADF/NADP/NARP1	OQ319937_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	5.1e-88	288.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ363659	OQ363659_121	narp1_namat	121	defense-finder-models/ADF/NADP/NARP1	OQ363659_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	608	1.3e-199	658.6	0.994	0.969	3	591			NADP	NARP1	Antidefense
OQ363659	OQ363659_122	narp1_adps	122	defense-finder-models/ADF/NADP/NARP1	OQ363659_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	314	3.2e-78	257.5	0.791	0.866	25	296			NADP	NARP1	Antidefense
OQ411628	OQ411628_143	narp1_namat	143	defense-finder-models/ADF/NADP/NARP1	OQ411628_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	2e-208	686.5	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ411628	OQ411628_145	narp1_adps	145	defense-finder-models/ADF/NADP/NARP1	OQ411628_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	1.8e-87	286.6	0.851	0.901	24	286			NADP	NARP1	Antidefense
OQ594955	OQ594955_49	adnd_p0020	49	defense-finder-models/ADF/Anti_Dnd/Adnd_p0020_p0021	OQ594955_Adnd_p0020_p0021_1	1	1	0.5	1.0	1	adnd_p0020	mandatory	293	2.8e-60	196.6	0.559	0.59	1	173			Anti_Dnd	Adnd_p0020_p0021	Antidefense
OQ594956	OQ594956_26	acrif24	26	defense-finder-models/ADF/Anti_CRISPR/acrif24	OQ594956_acrif24_2	1	1	0.071	1.0	1	acrif24	mandatory	229	3.7e-102	333.1	0.974	0.991	1	227			Anti_CRISPR	acrif24	Antidefense
OQ594956	OQ594956_27	acrif23	27	defense-finder-models/ADF/Anti_CRISPR/acrif23	OQ594956_acrif23_1	1	1	0.071	1.0	1	acrif23	mandatory	160	4.8e-79	255.9	1.0	0.994	1	159			Anti_CRISPR	acrif23	Antidefense
OQ594957	OQ594957_6	acrif3	6	defense-finder-models/ADF/Anti_CRISPR/acrif3	OQ594957_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	140	7.1e-85	274.1	0.993	0.986	1	138			Anti_CRISPR	acrif3	Antidefense
OQ594957	OQ594957_7	acrif5	7	defense-finder-models/ADF/Anti_CRISPR/acrif5	OQ594957_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	1.4e-58	186.8	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
OQ594957	OQ594957_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif3	OQ594957_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	74	4.8e-40	127.6	0.972	0.946	1	70		OQ594957_Aca_alone_1,OQ594957_acrif5_3	Anti_CRISPR	acrif3	Antidefense
OQ594957	OQ594957_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif5	OQ594957_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	74	4.8e-40	127.6	0.972	0.946	1	70		OQ594957_Aca_alone_1,OQ594957_acrif3_2	Anti_CRISPR	acrif5	Antidefense
OQ603351	OQ603351_145	narp1_namat	145	defense-finder-models/ADF/NADP/NARP1	OQ603351_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	584	8.8e-215	707.5	0.983	0.995	2	582			NADP	NARP1	Antidefense
OQ603351	OQ603351_146	narp1_adps	146	defense-finder-models/ADF/NADP/NARP1	OQ603351_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	295	3.5e-93	305.4	0.868	0.953	13	293			NADP	NARP1	Antidefense
OQ721915	OQ721915_145	narp1_namat	145	defense-finder-models/ADF/NADP/NARP1	OQ721915_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	5.399999999999999e-208	685.1	0.987	0.993	2	560			NADP	NARP1	Antidefense
OQ721915	OQ721915_147	narp1_adps	147	defense-finder-models/ADF/NADP/NARP1	OQ721915_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.5e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
OQ828465	OQ828465_180	tad1	180	defense-finder-models/ADF/Anti_Thoeris/tad1	OQ828465_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	3.3e-21	70.1	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
OQ850183	OQ850183_145	narp1_namat	145	defense-finder-models/ADF/NADP/NARP1	OQ850183_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.7e-207	683.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
