accession	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	aca1	27	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	68	1.8999999999999998e-35	113.1	0.958	0.971	1	66		GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_Aca_alone_1,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrie2_2,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif5_4	Anti_CRISPR	acrif3	Antidefense
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	aca1	27	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	1.8999999999999998e-35	113.1	0.958	0.971	1	66		GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_Aca_alone_1,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrie2_2,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_69	ardc	69	defense-finder-models/ADF/Anti_RM/ardc	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	536	3.1e-94	309.1	0.919	0.558	199	497			Anti_RM	ardc	Antidefense
GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_123	aca4	123	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	74	5e-18	58.8	0.971	0.919	4	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_4	acrif3	4	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_acrif3_1	1	1	0.071	1.0	1	acrif3	mandatory	141	1.2999999999999998e-69	225.1	0.971	0.979	2	139			Anti_CRISPR	acrif3	Antidefense
GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_13	ardk	13	defense-finder-models/ADF/Anti_RM/ardk	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_ardk_2	1	1	1.0	1.0	1	ardk	mandatory	139	1.8999999999999998e-39	126.3	0.891	0.691	39	134			Anti_RM	ardk	Antidefense
GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_15	aca4	15	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	78	4.7e-18	59.2	0.826	0.718	10	65			Anti_CRISPR	Aca_alone	Antidefense
GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_51	aca4	51	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_Aca_alone_2	1	1	0.077	1.0	1	aca4	mandatory	75	5.9e-20	65.3	0.986	0.92	3	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_68	ardc	68	defense-finder-models/ADF/Anti_RM/ardc	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_ardc_2	1	1	1.0	1.0	1	ardc	mandatory	536	2.7e-94	309.1	0.919	0.558	199	497			Anti_RM	ardc	Antidefense
GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_124	aca4	124	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	75	3.8e-20	65.3	0.986	0.92	3	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_71	vcrx093	71	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_vcrx091_093_1	1	1	0.667	2.0	1	vcrx093	mandatory	348	1.2999999999999999e-120	396.1	0.96	0.96	1	334			Anti_CRISPR	vcrx091_093	Antidefense
GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_76	vcrx091	76	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_vcrx091_093_1	1	1	0.667	2.0	1	vcrx091	mandatory	179	3.3e-88	288.2	0.684	0.961	1	172			Anti_CRISPR	vcrx091_093	Antidefense
GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_5	acrif3	5	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_acrif3_1	1	1	0.071	1.0	1	acrif3	mandatory	141	1.1999999999999998e-69	225.1	0.971	0.979	2	139			Anti_CRISPR	acrif3	Antidefense
GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_14	ardk	14	defense-finder-models/ADF/Anti_RM/ardk	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_ardk_2	1	1	1.0	1.0	1	ardk	mandatory	139	1.7e-39	126.3	0.891	0.691	39	134			Anti_RM	ardk	Antidefense
GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_66	ardc	66	defense-finder-models/ADF/Anti_RM/ardc	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.2e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_62	ardc	62	defense-finder-models/ADF/Anti_RM/ardc	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	541	1.6e-93	306.8	0.907	0.54	215	506			Anti_RM	ardc	Antidefense
GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_13	ardk	13	defense-finder-models/ADF/Anti_RM/ardk	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_ardk_1	1	1	1.0	1.0	1	ardk	mandatory	117	1.5e-36	116.9	0.964	0.889	1	104			Anti_RM	ardk	Antidefense
GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_50	ardk	50	defense-finder-models/ADF/Anti_RM/ardk	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_ardk_2	1	1	1.0	1.0	1	ardk	mandatory	117	1.5e-36	116.9	0.964	0.889	1	104			Anti_RM	ardk	Antidefense
GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_3	aca4	3	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	78	4e-18	59.2	0.826	0.718	10	65			Anti_CRISPR	Aca_alone	Antidefense
GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_41	aca4	41	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_Aca_alone_2	1	1	0.077	1.0	1	aca4	mandatory	74	5.6e-18	58.8	0.971	0.919	4	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_157	aca4	157	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	75	2.8e-19	63.7	0.986	0.92	3	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_7	ardk	7	defense-finder-models/ADF/Anti_RM/ardk	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_ardk_1	1	1	1.0	1.0	1	ardk	mandatory	97	3.8e-40	128.3	0.873	0.969	2	95			Anti_RM	ardk	Antidefense
GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_141	aca4	141	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_Aca_alone_1	1	1	0.077	1.0	1	aca4	mandatory	75	2.8e-19	63.7	0.986	0.92	3	71			Anti_CRISPR	Aca_alone	Antidefense
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_9	acrif3	9	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	137	9.5e-80	257.4	0.978	0.993	1	136			Anti_CRISPR	acrif3	Antidefense
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_10	acrif5	10	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2.1000000000000002e-58	186.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	aca1	11	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	1.1999999999999999e-35	113.3	0.958	0.971	1	66		GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_Aca_alone_1,GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	aca1	11	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	1.1999999999999999e-35	113.3	0.958	0.971	1	66		GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_Aca_alone_1,GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_9	acrie1	9	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrie1_2	1	1	0.143	1.5	1	acrie1	mandatory	101	3.8000000000000003e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_10	acrif3	10	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif3_3	1	1	0.143	1.5	1	acrif3	mandatory	138	6.6e-84	271.5	0.986	0.993	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_11	acrif5	11	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif5_4	1	1	0.143	1.5	1	acrif5	mandatory	80	1.6e-58	187.1	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	aca1	12	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrie1_2	1	1	0.143	1.5	1	aca1	accessory	68	1.8999999999999998e-35	113.3	0.958	0.971	1	66		GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_Aca_alone_1,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif3_3,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif5_4	Anti_CRISPR	acrie1	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	aca1	12	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	68	1.8999999999999998e-35	113.3	0.958	0.971	1	66		GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_Aca_alone_1,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrie1_2,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif5_4	Anti_CRISPR	acrif3	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	aca1	12	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	1.8999999999999998e-35	113.3	0.958	0.971	1	66		GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_Aca_alone_1,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrie1_2,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_21	ardk	21	defense-finder-models/ADF/Anti_RM/ardk	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_ardk_5	1	1	1.0	1.0	1	ardk	mandatory	140	1.7e-39	126.5	0.909	0.7	39	136			Anti_RM	ardk	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_8	ardk	8	defense-finder-models/ADF/Anti_RM/ardk	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_ardk_5	1	1	1.0	1.0	1	ardk	mandatory	97	4e-40	128.3	0.873	0.969	2	95			Anti_RM	ardk	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_24	acrie2	24	defense-finder-models/ADF/Anti_CRISPR/acrie2	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrie2_2	1	1	0.143	1.5	1	acrie2	mandatory	85	5.4e-50	160.4	0.988	0.976	1	83			Anti_CRISPR	acrie2	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_25	acrif3	25	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif3_3	1	1	0.143	1.5	1	acrif3	mandatory	140	9.8e-84	270.7	0.978	0.971	1	136			Anti_CRISPR	acrif3	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_26	acrif5	26	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif5_4	1	1	0.143	1.5	1	acrif5	mandatory	80	2.6e-58	186.1	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	aca1	27	defense-finder-models/ADF/Anti_CRISPR/acrie2	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrie2_2	1	1	0.143	1.5	1	aca1	accessory	68	1.6e-35	113.3	0.958	0.971	1	66		GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_Aca_alone_1,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif3_3,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif5_4	Anti_CRISPR	acrie2	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	aca1	27	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	68	1.6e-35	113.3	0.958	0.971	1	66		GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_Aca_alone_1,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrie2_2,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif5_4	Anti_CRISPR	acrif3	Antidefense
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	aca1	27	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	1.6e-35	113.3	0.958	0.971	1	66		GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_Aca_alone_1,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrie2_2,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_89	acb2	89	defense-finder-models/ADF/Anti_CBASS/acb2	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_acb2_1	1	1	1.0	1.0	1	acb2	mandatory	109	3.4e-40	132.2	0.979	0.982	1	107			Anti_CBASS	acb2	Antidefense
GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_663	acb2	663	defense-finder-models/ADF/Anti_CBASS/acb2	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_acb2_2	1	1	1.0	1.0	1	acb2	mandatory	109	3.4e-40	132.2	0.979	0.982	1	107			Anti_CBASS	acb2	Antidefense
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_22	ardk	22	defense-finder-models/ADF/Anti_RM/ardk	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_ardk_4	1	1	1.0	1.0	1	ardk	mandatory	97	5e-40	128.3	0.873	0.969	2	95			Anti_RM	ardk	Antidefense
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_41	acrif3	41	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	1.2e-84	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_42	acrif5	42	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	3e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
