accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_21	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_21,GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	2	aca1,acrie2
GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_22	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_22,GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	2	aca1,acrif3
GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_23	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_23,GCA_032843885.3_ASM3284388v3_genomic_all_plasmids.part_CP150133.1_24	2	aca1,acrif5
GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_8	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_8	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_8	1	ardk
GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_25	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_25,GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	2	aca1,acrie2
GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_26	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_26,GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	2	aca1,acrif3
GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_27	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_27,GCA_033222185.1_ASM3322218v1_genomic_all_plasmids.part_CP137497.1_28	2	aca1,acrif5
GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_8	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_8	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_8	1	ardk
GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_25	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_25,GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	2	aca1,acrie2
GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_26	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_26,GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	2	aca1,acrif3
GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_27	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_27,GCA_033224565.1_ASM3322456v1_genomic_all_plasmids.part_CP137501.1_28	2	aca1,acrif5
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_ardk_9	Anti_RM	ardk	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_8	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_8	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_8	1	ardk
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrie2_3	Anti_CRISPR	acrie2	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_26	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_26,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	2	aca1,acrie2
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrif3_5	Anti_CRISPR	acrif3	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_27	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_27,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	2	aca1,acrif3
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrif5_7	Anti_CRISPR	acrif5	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_28	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_28,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_29	2	aca1,acrif5
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_ardk_10	Anti_RM	ardk	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_80	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_80	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_80	1	ardk
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrie2_4	Anti_CRISPR	acrie2	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_98	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_98,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	2	aca1,acrie2
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrif3_6	Anti_CRISPR	acrif3	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_99	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_99,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	2	aca1,acrif3
GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_acrif5_8	Anti_CRISPR	acrif5	Antidefense	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_100	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_100,GCA_033226745.1_ASM3322674v1_genomic_all_plasmids.part_CP137506.1_101	2	aca1,acrif5
GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_8	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_8	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_8	1	ardk
GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_25	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_25,GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	2	aca1,acrie2
GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_26	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_26,GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	2	aca1,acrif3
GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_27	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_27,GCA_033228545.1_ASM3322854v1_genomic_all_plasmids.part_CP137511.1_28	2	aca1,acrif5
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_7	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_7	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_7	1	ardk
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_24	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_24,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	2	aca1,acrie2
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_25	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_25,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	2	aca1,acrif3
GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_26	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_26,GCA_033232085.1_ASM3323208v1_genomic_all_plasmids.part_CP137523.1_27	2	aca1,acrif5
GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_69	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_69	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_69	1	ardc
GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_123	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_123	GCA_035557195.2_ASM3555719v2_genomic_all_plasmids.part_CP149855.1_123	1	aca4
GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_acrif3_1	Anti_CRISPR	acrif3	Antidefense	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_4	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_4	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_4	1	acrif3
GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_ardk_2	Anti_RM	ardk	Antidefense	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_13	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_13	GCA_036232105.1_ASM3623210v1_genomic_all_plasmids.part_CP115194.1_13	1	ardk
GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_15	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_15	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_15	1	aca4
GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_Aca_alone_2	Anti_CRISPR	Aca_alone	Antidefense	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_51	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_51	GCA_036232285.1_ASM3623228v1_genomic_all_plasmids.part_CP115206.1_51	1	aca4
GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_68	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_68	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_68	1	ardc
GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_124	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_124	GCA_036232345.1_ASM3623234v1_genomic_all_plasmids.part_CP115209.1_124	1	aca4
GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_vcrx091_093_1	Anti_CRISPR	vcrx091_093	Antidefense	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_71	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_76	GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_71,GCA_036232425.1_ASM3623242v1_genomic_all_plasmids.part_CP115216.1_76	2	vcrx091,vcrx093
GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_acrif3_1	Anti_CRISPR	acrif3	Antidefense	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_5	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_5	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_5	1	acrif3
GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_ardk_2	Anti_RM	ardk	Antidefense	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_14	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_14	GCA_036232665.1_ASM3623266v1_genomic_all_plasmids.part_CP115229.1_14	1	ardk
GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_66	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_66	GCA_036232785.1_ASM3623278v1_genomic_all_plasmids.part_CP115238.1_66	1	ardc
GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_62	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_62	GCA_036232805.1_ASM3623280v1_genomic_all_plasmids.part_CP115240.1_62	1	ardc
GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_13	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_13	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_13	1	ardk
GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_ardk_2	Anti_RM	ardk	Antidefense	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_50	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_50	GCA_036233415.1_ASM3623341v1_genomic_all_plasmids.part_CP115268.1_50	1	ardk
GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_3	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_3	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_3	1	aca4
GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_Aca_alone_2	Anti_CRISPR	Aca_alone	Antidefense	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_41	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_41	GCA_036233615.1_ASM3623361v1_genomic_all_plasmids.part_CP115279.1_41	1	aca4
GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_157	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_157	GCA_036233695.1_ASM3623369v1_genomic_all_plasmids.part_CP115286.1_157	1	aca4
GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_7	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_7	GCA_036234315.1_ASM3623431v1_genomic_all_plasmids.part_CP115290.1_7	1	ardk
GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_141	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_141	GCA_036236015.1_ASM3623601v1_genomic_all_plasmids.part_CP115292.1_141	1	aca4
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_9	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_9,GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	2	aca1,acrif3
GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_10	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_10,GCA_037285345.1_ASM3728534v1_genomic_all_plasmids.part_CP147602.1_11	2	aca1,acrif5
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_9	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_9,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	2	aca1,acrie1
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_10	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_10,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	2	aca1,acrif3
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_11	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_11,GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_12	2	aca1,acrif5
GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_21	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_21	GCA_038397815.1_ASM3839781v1_genomic_all_plasmids.part_CP151649.1_21	1	ardk
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_8	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_8	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_8	1	ardk
